asset,name,candidate_status,human_rejected,expected_shape_id,expected_shape_name,basis,confidence,s101_witness_ids,s101_witness_files,candidate_svg,standard_svg,llm_instruction
TOPMA100,"topmark, beacon, red cone, point down",judge_pass_pending_final_approval,False,TOPSHP25,"triangle, point down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR24,TOPMAR04","PortrayalCatalog/Symbols/TOPMAR24.svg,PortrayalCatalog/Symbols/TOPMAR04.svg",assets/svg/triad_generated/TOPMA100.svg,out/topmark_standards_pass/standard_svg/TOPSHP25.svg,"Render TOPMA100 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP25 shape exactly for silhouette, count, and orientation: triangle, point down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark, beacon, red cone, point down."
TOPMA102,"topmark, beacon, green cone, point up",judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPMA102.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPMA102 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark, beacon, green cone, point up."
TOPMA106,"beacon top mark, white-red square board, vertical",judge_pass_pending_final_approval,False,TOPSHP06,board,s57_structure_conditions_TOPSHP,0.99,"TOPMAR34,TOPMAR14","PortrayalCatalog/Symbols/TOPMAR34.svg,PortrayalCatalog/Symbols/TOPMAR14.svg",assets/svg/triad_generated/TOPMA106.svg,out/topmark_standards_pass/standard_svg/TOPSHP06.svg,"Render TOPMA106 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP06 shape exactly for silhouette, count, and orientation: board. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-red square board, vertical."
TOPMA107,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP19,square,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPMA107.svg,out/topmark_standards_pass/standard_svg/TOPSHP19.svg,"Render TOPMA107 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP19 shape exactly for silhouette, count, and orientation: square. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPMA109,"beacon top mark, green boarded square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPMA109.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPMA109 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, green boarded square board, diagonal."
TOPMA111,"beacon top mark, yellow St.Georg cross",judge_pass_pending_final_approval,False,TOPSHP08,upright cross,s57_structure_conditions_TOPSHP,0.99,"TOPMAR86,TOPMAR17","PortrayalCatalog/Symbols/TOPMAR86.svg,PortrayalCatalog/Symbols/TOPMAR17.svg",assets/svg/triad_generated/TOPMA111.svg,out/topmark_standards_pass/standard_svg/TOPSHP08.svg,"Render TOPMA111 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP08 shape exactly for silhouette, count, and orientation: upright cross. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, yellow St.Georg cross."
TOPMA113,"beacon top mark, yellow Andreas cross",judge_pass_pending_final_approval,False,TOPSHP07,X-shaped,s57_structure_conditions_TOPSHP,0.99,"TOPMAR85,TOPMAR65","PortrayalCatalog/Symbols/TOPMAR85.svg,PortrayalCatalog/Symbols/TOPMAR65.svg",assets/svg/triad_generated/TOPMA113.svg,out/topmark_standards_pass/standard_svg/TOPSHP07.svg,"Render TOPMA113 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP07 shape exactly for silhouette, count, and orientation: X-shaped. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, yellow Andreas cross."
TOPMA114,TOPMA114,judge_pass_pending_final_approval,False,TOPSHP05,cylinder,s57_structure_conditions_TOPSHP,0.99,"TOPMAR33,TOPMAR13","PortrayalCatalog/Symbols/TOPMAR33.svg,PortrayalCatalog/Symbols/TOPMAR13.svg",assets/svg/triad_generated/TOPMA114.svg,out/topmark_standards_pass/standard_svg/TOPSHP05.svg,"Render TOPMA114 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP05 shape exactly for silhouette, count, and orientation: cylinder. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPMA114."
TOPMA115,TOPMA115,judge_pass_pending_final_approval,False,TOPSHP01,"cone, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPMA115.svg,out/topmark_standards_pass/standard_svg/TOPSHP01.svg,"Render TOPMA115 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP01 shape exactly for silhouette, count, and orientation: cone, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPMA115."
TOPMA116,"topmark, buoy, red-white-red board, entry prohibited",judge_pass_pending_final_approval,False,TOPSHP06,board,s57_structure_conditions_TOPSHP,0.99,"TOPMAR14,TOPMAR34","PortrayalCatalog/Symbols/TOPMAR14.svg,PortrayalCatalog/Symbols/TOPMAR34.svg",assets/svg/triad_generated/TOPMA116.svg,out/topmark_standards_pass/standard_svg/TOPSHP06.svg,"Render TOPMA116 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP06 shape exactly for silhouette, count, and orientation: board. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark, buoy, red-white-red board, entry prohibited."
TOPMA117,"topmark, buoy, red-grean shere",judge_pass_pending_final_approval,False,TOPSHP26,circle,s57_structure_conditions_TOPSHP,0.99,"TOPMAR10,TOPMAR30","PortrayalCatalog/Symbols/TOPMAR10.svg,PortrayalCatalog/Symbols/TOPMAR30.svg",assets/svg/triad_generated/TOPMA117.svg,out/topmark_standards_pass/standard_svg/TOPSHP26.svg,"Render TOPMA117 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP26 shape exactly for silhouette, count, and orientation: circle. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark, buoy, red-grean shere."
TOPMAR01,TOPMAR01,judge_pass_pending_final_approval,False,TOPSHP03,sphere,s57_structure_conditions_TOPSHP,0.99,"TOPMAR30,TOPMAR10","PortrayalCatalog/Symbols/TOPMAR30.svg,PortrayalCatalog/Symbols/TOPMAR10.svg",assets/svg/triad_generated/TOPMAR01.svg,out/topmark_standards_pass/standard_svg/TOPSHP03.svg,"Render TOPMAR01 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP03 shape exactly for silhouette, count, and orientation: sphere. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPMAR01."
TOPMAR87,"topmark for beacons, besom point down, paper-chart",judge_pass_pending_final_approval,True,TOPSHP15,"besom, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR88,TMARDEF2,TOPMAR87","PortrayalCatalog/Symbols/TOPMAR88.svg,PortrayalCatalog/Symbols/TMARDEF2.svg,PortrayalCatalog/Symbols/TOPMAR87.svg",assets/svg/triad_generated/TOPMAR87.svg,out/topmark_standards_pass/standard_svg/TOPSHP15.svg,"Render TOPMAR87 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP15 shape exactly for silhouette, count, and orientation: besom, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark for beacons, besom point down, paper-chart."
TOPMAR88,"topmark for beacons, besom point up, paper-chart",judge_pass_pending_final_approval,True,TOPSHP16,"besom, point down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR87,TMARDEF2,TOPMAR88","PortrayalCatalog/Symbols/TOPMAR87.svg,PortrayalCatalog/Symbols/TMARDEF2.svg,PortrayalCatalog/Symbols/TOPMAR88.svg",assets/svg/triad_generated/TOPMAR88.svg,out/topmark_standards_pass/standard_svg/TOPSHP16.svg,"Render TOPMAR88 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP16 shape exactly for silhouette, count, and orientation: besom, point down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark for beacons, besom point up, paper-chart."
TOPMAR90,"topmark for beacons, Pricken point down, paper-chart",judge_pass_pending_final_approval,False,TOPSHP16,"besom, point down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR87,TMARDEF2","PortrayalCatalog/Symbols/TOPMAR87.svg,PortrayalCatalog/Symbols/TMARDEF2.svg",assets/svg/triad_generated/TOPMAR90.svg,out/topmark_standards_pass/standard_svg/TOPSHP16.svg,"Render TOPMAR90 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP16 shape exactly for silhouette, count, and orientation: besom, point down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark for beacons, Pricken point down, paper-chart."
TOPMAR91,TOPMAR91,judge_pass_pending_final_approval,True,,,topmar_symbol_not_present_in_s101_topmar02_map,0.0,,,assets/svg/triad_generated/TOPMAR91.svg,,"Do not invent final artwork for TOPMAR91. First resolve the exact official topmark shape from S-57/S-101/Chart No.1 evidence, because this row is ambiguous. Basis: topmar_symbol_not_present_in_s101_topmar02_map. Name: TOPMAR91."
TOPMAR92,TOPMAR92,judge_pass_pending_final_approval,True,,,topmar_symbol_not_present_in_s101_topmar02_map,0.0,,,assets/svg/triad_generated/TOPMAR92.svg,,"Do not invent final artwork for TOPMAR92. First resolve the exact official topmark shape from S-57/S-101/Chart No.1 evidence, because this row is ambiguous. Basis: topmar_symbol_not_present_in_s101_topmar02_map. Name: TOPMAR92."
TOPMAR93,"topmark for beacons, Pricken point up, paper-chart",judge_pass_pending_final_approval,False,TOPSHP15,"besom, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR88,TMARDEF2","PortrayalCatalog/Symbols/TOPMAR88.svg,PortrayalCatalog/Symbols/TMARDEF2.svg",assets/svg/triad_generated/TOPMAR93.svg,out/topmark_standards_pass/standard_svg/TOPSHP15.svg,"Render TOPMAR93 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP15 shape exactly for silhouette, count, and orientation: besom, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark for beacons, Pricken point up, paper-chart."
TOPMAR98,"beacon top mark, white-green square board, diagonal",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPMAR98.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPMAR98 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, white-green square board, diagonal."
TOPMAR99,"topmark, beacon, Diamond,yellow",judge_pass_pending_final_approval,False,TOPSHP12,rhombus,s57_structure_conditions_TOPSHP,0.99,TOPMAR14,PortrayalCatalog/Symbols/TOPMAR14.svg,assets/svg/triad_generated/TOPMAR99.svg,out/topmark_standards_pass/standard_svg/TOPSHP12.svg,"Render TOPMAR99 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP12 shape exactly for silhouette, count, and orientation: rhombus. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: topmark, beacon, Diamond,yellow."
TOPMARI1,TOPMARI1,portrayal_rule_registry,False,,,legacy_topma_row_requires_manual_mapping,0.0,,,assets/svg/triad_generated/TOPMARI1.svg,,"Do not invent final artwork for TOPMARI1. First resolve the exact official topmark shape from S-57/S-101/Chart No.1 evidence, because this row is ambiguous. Basis: legacy_topma_row_requires_manual_mapping. Name: TOPMARI1."
TOPSHP00,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP33,other,s57_structure_conditions_TOPSHP,0.99,"TMARDEF1,TMARDEF2","PortrayalCatalog/Symbols/TMARDEF1.svg,PortrayalCatalog/Symbols/TMARDEF2.svg",assets/svg/triad_generated/TOPSHP00.svg,out/topmark_standards_pass/standard_svg/TOPSHP33.svg,"Render TOPSHP00 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP33 shape exactly for silhouette, count, and orientation: other. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP01,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP23,"trapezium, down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR34,TOPMAR14","PortrayalCatalog/Symbols/TOPMAR34.svg,PortrayalCatalog/Symbols/TOPMAR14.svg",assets/svg/triad_generated/TOPSHP01.svg,out/topmark_standards_pass/standard_svg/TOPSHP23.svg,"Render TOPSHP01 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP23 shape exactly for silhouette, count, and orientation: trapezium, down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP02,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP23,"trapezium, down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR34,TOPMAR14","PortrayalCatalog/Symbols/TOPMAR34.svg,PortrayalCatalog/Symbols/TOPMAR14.svg",assets/svg/triad_generated/TOPSHP02.svg,out/topmark_standards_pass/standard_svg/TOPSHP23.svg,"Render TOPSHP02 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP23 shape exactly for silhouette, count, and orientation: trapezium, down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP03,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP22,"trapezium, up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR34,TOPMAR14","PortrayalCatalog/Symbols/TOPMAR34.svg,PortrayalCatalog/Symbols/TOPMAR14.svg",assets/svg/triad_generated/TOPSHP03.svg,out/topmark_standards_pass/standard_svg/TOPSHP22.svg,"Render TOPSHP03 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP22 shape exactly for silhouette, count, and orientation: trapezium, up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP04,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP22,"trapezium, up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR34,TOPMAR14","PortrayalCatalog/Symbols/TOPMAR34.svg,PortrayalCatalog/Symbols/TOPMAR14.svg",assets/svg/triad_generated/TOPSHP04.svg,out/topmark_standards_pass/standard_svg/TOPSHP22.svg,"Render TOPSHP04 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP22 shape exactly for silhouette, count, and orientation: trapezium, up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP05,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP25,"triangle, point down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR24,TOPMAR04","PortrayalCatalog/Symbols/TOPMAR24.svg,PortrayalCatalog/Symbols/TOPMAR04.svg",assets/svg/triad_generated/TOPSHP05.svg,out/topmark_standards_pass/standard_svg/TOPSHP25.svg,"Render TOPSHP05 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP25 shape exactly for silhouette, count, and orientation: triangle, point down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP07,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP23,"trapezium, down",s57_structure_conditions_TOPSHP,0.99,"TOPMAR34,TOPMAR14","PortrayalCatalog/Symbols/TOPMAR34.svg,PortrayalCatalog/Symbols/TOPMAR14.svg",assets/svg/triad_generated/TOPSHP07.svg,out/topmark_standards_pass/standard_svg/TOPSHP23.svg,"Render TOPSHP07 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP23 shape exactly for silhouette, count, and orientation: trapezium, down. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP08,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPSHP08.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPSHP08 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP09;TE('%s',TOPSHP09;TE('%s',judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPSHP09_TE_s.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPSHP09;TE('%s' as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPSHP09;TE('%s'."
TOPSHP10,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPSHP10.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPSHP10 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP11,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPSHP11.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPSHP11 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP12,"beacon top mark, red boarded square board, vertical",judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPSHP12.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPSHP12 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: beacon top mark, red boarded square board, vertical."
TOPSHP13,TOPSHP13,judge_pass_pending_final_approval,False,TOPSHP24,"triangle, point up",s57_structure_conditions_TOPSHP,0.99,"TOPMAR22,TOPMAR02","PortrayalCatalog/Symbols/TOPMAR22.svg,PortrayalCatalog/Symbols/TOPMAR02.svg",assets/svg/triad_generated/TOPSHP13.svg,out/topmark_standards_pass/standard_svg/TOPSHP24.svg,"Render TOPSHP13 as a Helm-owned topmark/daymark SVG. Match the official TOPSHP24 shape exactly for silhouette, count, and orientation: triangle, point up. Use row colours/bands from metadata when present, but do not substitute a different topmark family. Compare against the standard shape witness first; row name is secondary. Basis: s57_structure_conditions_TOPSHP. Name: TOPSHP13."
